524143,Time Lapse Rome 4K,/perftest/hd/timelapse_4K.mp4/details_view/timelapse_4K_q3.mp4,/perftest/hd/timelapse_4K.mp4/details_view/timelapse_4K_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,timelapse.vtt,40,test0
689952,Adobe AWS SD,/perftest/hd/adobe_aws.mp4/details_view/adobe_aws_q3.mp4,/perftest/hd/adobe_aws.mp4/details_view/adobe_aws_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,adobe_aws.vtt,9,test11
917944,Taipei Fireworks 4K,/perftest/hd/taipei_fireworks_4K.mp4/details_view/taipei_fireworks_4K_q3.mp4,/perftest/hd/taipei_fireworks_4K.mp4/details_view/taipei_fireworks_4K_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,taipei_fireworks.vtt,43,test1
902846,Adobe Momentum SD,/perftest/hd/Momentum.mp4/details_view/Momentum_q3.mp4,/perftest/hd/Momentum.mp4/details_view/Momentum_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,Momentum.vtt,9,test10
697835,Hornet 4K,/perftest/hd/Hornet_4K.mp4/details_view/Hornet_4K_q3.mp4,/perftest/hd/Hornet_4K.mp4/details_view/Hornet_4K_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,hornet.vtt,8,test8
151827,Puppies 4K,/perftest/hd/PUPPIES_4K.mp4/details_view/PUPPIES_4K_q3.mp4,/perftest/hd/PUPPIES_4K.mp4/details_view/PUPPIES_4K_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,puppies.vtt,9,test2
382955,Animation SD,/perftest/hd/animation.mp4/details_view/animation_q3.mp4,/perftest/hd/animation.mp4/details_view/animation_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,animation.vtt,9,test12
953926,Beautiful Taiwan 4K,/perftest/hd/beauty_taiwan_4K.mp4/details_view/beauty_taiwan_4K_q3.mp4,/perftest/hd/beauty_taiwan_4K.mp4/details_view/beauty_taiwan_4K_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,beauty_taiwan.vtt,9.0,test3
762431,Vertical1 SD,/perftest/hd/vertical2.mp4/details_view/vertical2_q3.mp4,/perftest/hd/vertical2.mp4/details_view/vertical2_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,hddvd.vtt,8,test9
152796,Helicopter 720p,/perftest/hd/Helicopter_720p.divx/details_view/Helicopter_720p_q3.mp4,/perftest/hd/Helicopter_720p.divx/details_view/Helicopter_720p_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,helicopter.vtt,8,test15
372955,Bunny SD,/perftest/hd/big_buck_bunny.mp4/details_view/big_buck_bunny_q3.mp4,/perftest/hd/big_buck_bunny.mp4/details_view/big_buck_bunny_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,bunny.vtt,9,test13
818074,Greece and Norway 4K,/perftest/hd/Greece_Norway_4K.mp4/details_view/Greece_Norway_4K_q3.mp4,/perftest/hd/Greece_Norway_4K.mp4/details_view/Greece_Norway_4K_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,greece_norway.vtt,900,test4
242599,ChimeiInn 4K,/perftest/hd/ChimeiInn_4K.mp4/details_view/ChimeiInn_4K_q3.mp4,/perftest/hd/ChimeiInn_4K.mp4/details_view/ChimeiInn_4K_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,chimei_inn.vtt,8,test5
572895,Gaming SD,/perftest/hd/gaming.wmv/details_view/gaming_q3.mp4,/perftest/hd/gaming.wmv/details_view/gaming_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,gaming.vtt,9,test14
653332,Solar 4K,/perftest/hd/Solar_4K.mp4/details_view/Solar_4K_q3.mp4,/perftest/hd/Solar_4K.mp4/details_view/Solar_4K_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,solar.vtt,8,test6
888590,Honey Bees 4K,/perftest/hd/Honeybees_4K.mp4/details_view/Honeybees_4K_q3.mp4,/perftest/hd/Honeybees_4K.mp4/details_view/Honeybees_4K_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,honeybees.vtt,8,test7
966431,HD DVD Demo 1080p,/perftest/hd/hddvd_demo_1080p.mkv/details_view/hddvd_demo_1080p_q3.mp4,/perftest/hd/hddvd_demo_1080p.mkv/details_view/hddvd_demo_1080p_q3.mp4/thumbnails/detail_thumbnail_700w_1.png,hddvd.vtt,8,test9
